id,en_sentence,influence,influence_lang,influenced_sentence
124,"Additionally, an urbanistic redesign of the green areas regarding new buildings can maintain an equilibrium between nature and city elements.",0,es,"Además, un rediseño urbanístico de las zonas verdes con respecto a los nuevos edificios puede mantener un equilibrio entre la naturaleza y los elementos de la ciudad."
125,"Additionally, a silt fence was taken out.",0,es,"Además, se sacó una cerca de limo."
126,"Additionally, more lawsuits mean more liability insurance payouts, which increase premiums and increase the cost of health care for all Coloradans.",0,es,"Además, más demandas significan más pagos del seguro de responsabilidad, que aumentan las primas y aumentan el costo de la atención médica para todos los Coloradans."
127,"Additionally, more than 40,000 households are said to have been visited by community health workers and more than 273,000 people have been provided health and safety information.",1,fr,"En outre, plus de 40 000 ménages auraient été visités par des agents de santé communautaire et plus de 273 000 personnes auraient reçu des renseignements sur la santé et la sécurité."
128,"Additionally, the duration of infectiousness in most people with COVID-19 is no longer than 10 days after symptoms begin and no longer than 20 days in people with severe illness or those who are severely immunocompromised.”",0,es,"Además, la duración de la infecundidad en la mayoría de las personas con COVID-19 no es superior a 10 días después de que los síntomas comienzan y no más de 20 días en las personas con enfermedad grave o aquellas que están gravemente inmunocomprometidas.”"
129,"Additionally, Whitten said, the county can expect reduced local income tax funds because residents who aren’t working won’t be paying as much in taxes.",0,es,"Además, dijo Whitten, el condado puede esperar fondos de impuestos locales reducidos porque los residentes que no están trabajando no pagarán tanto en impuestos."
130,"Additional proportionate border measures are in place in Australia, with biosecurity and border security staff processing passengers from three direct flights a week from Wuhan to Sydney.",0,es,"En Australia existen otras medidas fronterizas proporcionadas, con personal de bioseguridad y seguridad fronteriza que procesa a los pasajeros desde tres vuelos directos a la semana de Wuhan a Sydney."
131,Additional reporting by Noel Randewich.,0,es,Informes adicionales de Noel Randewich.
132,"Additional testing of plant workers and temperature scans as employees enter the facilities will likely become key in screening workers for symptoms moving forward, he said.",1,fr,"D'après lui, des tests supplémentaires des travailleurs de l'usine et des analyses de température à mesure que les employés pénètrent dans les installations deviendront probablement essentiels pour le dépistage des symptômes qui vont de l'avant."
133,"Addressing a meeting to review the novel coronavirus situation in the state, Gehlot said, “A standard operating procedure (SOP) has been released to facilitate inter-state and inter district movement as per the directions of Government of India.",0,es,"En una reunión para revisar la nueva situación del coronavirus en el estado, Gehlot dijo: “Se ha lanzado un procedimiento operativo estándar (SOP) para facilitar el movimiento interestatal e interdistrital según las instrucciones del Gobierno de la India."
134,"”A debate rages in Europe today On the role of multicultural policies in stimulating religiously motivated extremism, Islamism in particular.",0,es,"“Un debate se enfurece hoy en Europa Sobre el papel de las políticas multiculturales en el estímulo del extremismo motivado por la religión, en particular el islamismo."
135,"Adefisoye, the only member of SDP, one of the opposition parties in the House of Representatives, quit the party.",1,fr,"Adedisoye, le seul membre du SDP, l'un des partis d'opposition à la Chambre des représentants, a quitté le parti."
136,"A Denver Police officer is taunted by a man during a protest outside the State Capitol over the death of George Floyd, Saturday, May 30, 2020, in Denver.",0,es,"Un oficial de la policía de Denver es burlado por un hombre durante una protesta fuera del Capitolio Estatal por la muerte de George Floyd, el sábado 30 de mayo de 2020, en Denver."
137,A direct link to the article seems to have been moved from TSR’s site for reasons unknown to us.,0,es,Un enlace directo al artículo parece haber sido trasladado del sitio de TSR por razones desconocidas para nosotros.
138,"Adjusted SG&A for the quarter was $148 million compared to $218 million in the prior year, a decrease of $70 million, a little over half of these savings we will consider one-time.",1,fr,"Les frais de vente, dépenses administratives et autres frais généraux ajustés pour le trimestre se sont élevés à 148 millions de dollars, comparativement à 218 millions de dollars l'année précédente, soit une diminution de 70 millions de dollars, soit un peu plus de la moitié de ces économies que nous envisagerons une seule fois."
139,Administrators have also recommended an increase in student fees and housing rates.,1,fr,Les administrateurs ont également recommandé une augmentation des frais d'inscription et des taux de logement.
140,Adnoc signs $5.5b real estate deal with Apollo-.,0,es,Adnoc firma un acuerdo de bienes raíces de $5.5b con Apollo-.
141,"“A doctor’s world is not so simple; you cannot take a leave because of your personal problems, especially in India, where the number of doctors is anyway restricted,” she remarked.",0,es,"“El mundo de un médico no es tan simple; no se puede tomar una licencia debido a sus problemas personales, especialmente en la India, donde el número de médicos de todos modos está restringido”, comentó."
142,"A donation of £1,000 has been given to Oban High School toward making visors for front line workers and another £1,000 has gone to Benderloch-based Owen Sails for materials it needs to keep making scrubs and gowns for medical staff.",1,fr,Un don de £1 000 a été donné à l'école secondaire d'Oban pour faire des visières pour les travailleurs de première ligne et un autre £1 000 est allé à Benderloch-based Owen Sails pour les matériaux dont il a besoin pour continuer à faire des gommages et des robes pour le personnel médical.
143,"A doubling of U.S. aquaculture production could create an additional 50,000 direct and indirect jobs, including in coastal states, like Maine, where jobs are often limited and seasonally dependent, to provide year-round employment for fishing communities.",0,es,"Una duplicación de la producción acuícola de los Estados Unidos podría crear otros 50.000 puestos de trabajo directos e indirectos, incluso en los estados costeros, como Maine, donde los puestos de trabajo suelen ser limitados y dependientes de la estación, para proporcionar empleo durante todo el año a las comunidades pesqueras."
144,"A drug-fuelled hoon who spun his stolen car out-of-control in a fatal crash in Cranbourne, killing two of his friends, has been jailed.",0,es,"Un ánima drogada que hizo girar su coche robado fuera de control en un accidente fatal en Cranbourne, matando a dos de sus amigos, ha sido encarcelado."
145,Advancement quilters and also embroiderers will absolutely fall for the Bernina 530 sewing maker.,1,fr,Les quilters d'avancement et aussi les broders tomberont absolument pour la couturière Bernina 530.
146,Advances in medical science over the several last decades have emphasized the importance of sleep in terms of professional athlete’s ability to recover quicker.,0,es,Los avances en la ciencia médica en las últimas décadas han enfatizado la importancia del sueño en términos de la capacidad de los atletas profesionales para recuperarse más rápido.
147,A DVD recording of ISA’s Armistice Day Recital is being specially produced for local veterans.,0,es,Una grabación en DVD del Recital del Día del Armisticio de ISA se está produciendo especialmente para veteranos locales.
148,Adventurous Stills out of Tempe is crafting spirits that go beyond the age-old macro distilleries.,0,es,Stills aventureros fuera de Tempe está creando espíritus que van más allá de las antiguas macro destilerías.
149,Aerial shots showed hundreds of activists marching to the building flanked by police cars along the side of the road.,1,fr,Des tirs aériens ont montré des centaines d'activistes qui marchaient jusqu'au bâtiment flanqué de voitures de police le long de la route.
